Fecha de creacion;Ubicacion;Estatus Legal;Genero;Fecha de Nacimiento;Grupo Etario;Edad;Pais de origen;Estado Civil
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/08/2007;2. Adolecente;16;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/02/2005;3. Jovenes;19;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/12/1994;3. Jovenes;29;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;29/05/1985;4. Adultos;39;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/02/1965;4. Adultos;59;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/03/1990;4. Adultos;34;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/12/1999;3. Jovenes;24;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/01/1997;3. Jovenes;27;Venezuela;Union
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/03/2019;1. Niño, Niña;5;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/06/1993;4. Adultos;31;Venezuela;Union
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/02/2017;1. Niño, Niña;7;Venezuela;Soltero
03/04/2024;Azogues - MREMH;No de Interes;Femenino;06/05/1982;4. Adultos;42;Venezuela;Soltero
03/04/2024;Azogues - MREMH;No de Interes;Masculino;21/07/2010;2. Adolecente;13;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/12/2019;1. Niño, Niña;4;Venezuela;Soltero
03/04/2024;Azogues - MREMH;No de Interes;Masculino;13/02/1987;4. Adultos;37;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/10/1990;4. Adultos;33;Colombia;Soltero
03/04/2024;Azogues - MREMH;No de Interes;Femenino;15/10/1963;4. Adultos;60;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/05/2013;1. Niño, Niña;11;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/05/1999;3. Jovenes;25;Colombia;Union
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/10/1989;4. Adultos;34;Colombia;Union
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/01/2010;2. Adolecente;14;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/04/2016;1. Niño, Niña;8;Colombia;Soltero
03/04/2024;Guayaquil - MREMH;Solicitante de Asilo;Masculino;12/11/2008;2. Adolecente;15;Venezuela;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/10/2022;1. Niño, Niña;1;Colombia;Soltero
03/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/03/1966;4. Adultos;58;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/05/1984;4. Adultos;40;Colombia;Casado
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/04/2009;2. Adolecente;15;Colombia;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Masculino;24/11/2003;3. Jovenes;20;Colombia;Soltero
04/04/2024;Esmeraldas -MREMH;No de Interes;Femenino;31/08/1962;4. Adultos;61;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;04/10/1995;3. Jovenes;28;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;16/07/2015;1. Niño, Niña;8;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;16/07/2017;1. Niño, Niña;6;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;19/07/2019;1. Niño, Niña;4;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/01/1997;3. Jovenes;27;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/04/2019;1. Niño, Niña;5;Colombia;Soltero
04/04/2024;Ibarra - MREMH;No de Interes;Femenino;29/03/1988;4. Adultos;36;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/08/1977;4. Adultos;46;Colombia;Union
04/04/2024;Ibarra - MREMH;No de Interes;Femenino;12/11/2018;1. Niño, Niña;5;Venezuela;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;19/08/1986;4. Adultos;37;Colombia;Union
04/04/2024;Ibarra - MREMH;No de Interes;Femenino;27/04/2013;1. Niño, Niña;11;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/09/2011;2. Adolecente;12;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/10/1995;3. Jovenes;28;Venezuela;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/02/1994;3. Jovenes;30;Venezuela;Union
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;14/01/1992;4. Adultos;32;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/11/2019;1. Niño, Niña;4;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;21/05/2011;2. Adolecente;13;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/12/1978;4. Adultos;45;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/05/1983;4. Adultos;41;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/06/2014;1. Niño, Niña;10;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/03/2003;3. Jovenes;21;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;04/10/1993;3. Jovenes;30;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/01/1997;3. Jovenes;27;Venezuela;Union
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;25/12/2009;2. Adolecente;14;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/06/1999;3. Jovenes;25;Venezuela;Union
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;17/05/2014;1. Niño, Niña;10;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/04/2019;1. Niño, Niña;5;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;17/02/2012;2. Adolecente;12;Venezuela;Soltero
04/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;24/07/1989;4. Adultos;34;Venezuela;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Masculino;18/10/1997;3. Jovenes;26;Colombia;Soltero
04/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;17/03/2014;1. Niño, Niña;10;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;13/10/1979;4. Adultos;44;Venezuela;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Masculino;06/12/1995;3. Jovenes;28;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;23/08/1994;3. Jovenes;29;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/12/1994;3. Jovenes;29;Colombia;Soltero
04/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;24/08/1977;4. Adultos;46;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;20/09/2008;2. Adolecente;15;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/07/1994;3. Jovenes;29;Colombia;Soltero
04/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;07/07/2004;3. Jovenes;19;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/02/2019;1. Niño, Niña;5;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/05/1987;4. Adultos;37;Colombia;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;09/08/2002;3. Jovenes;21;Colombia;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/06/2019;1. Niño, Niña;5;Colombia;Soltero
04/04/2024;Azogues - MREMH;No de Interes;Femenino;04/06/1990;4. Adultos;34;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/12/1996;3. Jovenes;27;Colombia;Union
04/04/2024;Ibarra - MREMH;Refugiado;Femenino;15/11/1996;3. Jovenes;27;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/12/2021;1. Niño, Niña;2;Colombia;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Femenino;12/04/2017;1. Niño, Niña;7;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/08/1994;3. Jovenes;29;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/10/2013;1. Niño, Niña;10;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/06/2017;1. Niño, Niña;7;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;16/11/2000;3. Jovenes;23;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;12/08/2017;1. Niño, Niña;6;Venezuela;Soltero
04/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;19/07/1998;3. Jovenes;25;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/09/2000;3. Jovenes;23;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Otro de Interes;Femenino;24/04/1985;4. Adultos;39;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;24/08/2014;1. Niño, Niña;9;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/04/1963;4. Adultos;61;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Otro de Interes;Femenino;11/09/2008;2. Adolecente;15;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/11/1993;3. Jovenes;30;Venezuela;Soltero
04/04/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;04/07/2017;1. Niño, Niña;6;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/11/2014;1. Niño, Niña;9;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/11/2019;1. Niño, Niña;4;Venezuela;Soltero
04/04/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;29/03/2019;1. Niño, Niña;5;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/03/1981;4. Adultos;43;Colombia;Casado
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/10/1967;4. Adultos;56;Colombia;Casado
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/02/2018;1. Niño, Niña;6;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/01/2021;1. Niño, Niña;3;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/02/1993;4. Adultos;31;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/10/2015;1. Niño, Niña;8;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/12/1998;3. Jovenes;25;Venezuela;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/02/1997;3. Jovenes;27;Venezuela;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/09/2019;1. Niño, Niña;4;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Otro de Interes;Femenino;10/10/2012;1. Niño, Niña;11;Venezuela;Soltero
04/04/2024;Azogues - MREMH;Otro de Interes;Femenino;09/03/2018;1. Niño, Niña;6;Venezuela;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Femenino;12/05/1988;4. Adultos;36;Colombia;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Masculino;16/07/1990;4. Adultos;33;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;23/10/1992;4. Adultos;31;Colombia;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/09/1992;4. Adultos;31;Colombia;Union
04/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;23/09/2011;2. Adolecente;12;Colombia;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Femenino;18/07/2009;2. Adolecente;14;Colombia;Soltero
04/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/08/2013;1. Niño, Niña;10;Colombia;Soltero
04/04/2024;Ibarra - MREMH;Refugiado;Femenino;23/09/2021;1. Niño, Niña;2;Colombia;Soltero
05/04/2024;Guayaquil - MREMH;Solicitante de Asilo;Femenino;22/03/1996;3. Jovenes;28;Cuba;Soltero
05/04/2024;Esmeraldas -MREMH;No de Interes;Masculino;24/07/1995;3. Jovenes;28;Venezuela;Soltero
05/04/2024;Ibarra - MREMH;Refugiado;Femenino;18/07/2005;3. Jovenes;18;Colombia;Soltero
05/04/2024;Azogues - MREMH;Otro de Interes;Femenino;10/05/1972;4. Adultos;52;Venezuela;Soltero
05/04/2024;Azogues - MREMH;Otro de Interes;Masculino;07/09/1971;4. Adultos;52;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/02/1987;4. Adultos;37;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/09/1979;4. Adultos;44;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/06/1990;4. Adultos;34;Colombia;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/10/2008;2. Adolecente;15;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/08/1988;4. Adultos;35;Colombia;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/12/2013;1. Niño, Niña;10;Colombia;Soltero
05/04/2024;Azogues - MREMH;No de Interes;Masculino;23/08/1995;3. Jovenes;28;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/07/2002;3. Jovenes;21;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/04/2018;1. Niño, Niña;6;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/04/1987;4. Adultos;37;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/12/2019;1. Niño, Niña;4;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/02/2003;3. Jovenes;21;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/09/2019;1. Niño, Niña;4;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/10/2003;3. Jovenes;20;Venezuela;Union
05/04/2024;Azogues - MREMH;Otro de Interes;Femenino;31/05/1998;3. Jovenes;26;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/06/1999;3. Jovenes;25;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/09/2022;1. Niño, Niña;1;Per�;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;27/11/1989;4. Adultos;34;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/12/2004;3. Jovenes;19;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/12/1998;3. Jovenes;25;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;31/08/1994;3. Jovenes;29;Venezuela;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/12/2009;2. Adolecente;14;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/08/2016;1. Niño, Niña;7;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/04/1987;4. Adultos;37;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/02/1964;4. Adultos;60;Colombia;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/08/2007;2. Adolecente;16;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/07/2005;3. Jovenes;18;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;24/09/2010;2. Adolecente;13;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/10/2013;1. Niño, Niña;10;Colombia;Soltero
05/04/2024;Ibarra - MREMH;No de Interes;Femenino;08/05/1997;3. Jovenes;27;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/04/2000;3. Jovenes;24;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;22/02/1991;4. Adultos;33;Colombia;Union
05/04/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;14/03/1997;3. Jovenes;27;Venezuela;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/08/2002;3. Jovenes;21;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/01/2018;1. Niño, Niña;6;Colombia;Soltero
05/04/2024;Tulcan - MREMH;Refugiado;Femenino;01/05/2007;2. Adolecente;17;Colombia;Soltero
05/04/2024;Pichincha - MREMH;No de Interes;Femenino;30/09/2004;3. Jovenes;19;Colombia;Soltero
05/04/2024;Pichincha - MREMH;No de Interes;Masculino;13/06/1993;4. Adultos;31;Colombia;Soltero
05/04/2024;Pichincha - MREMH;No de Interes;Masculino;12/07/2021;1. Niño, Niña;2;Colombia;Soltero
05/04/2024;Pichincha - MREMH;No de Interes;Femenino;30/04/1971;4. Adultos;53;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/07/2016;1. Niño, Niña;7;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/11/2022;1. Niño, Niña;1;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/08/1980;4. Adultos;43;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/05/2020;1. Niño, Niña;4;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/07/1997;3. Jovenes;26;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/08/2019;1. Niño, Niña;4;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/07/2022;1. Niño, Niña;1;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/02/1990;4. Adultos;34;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/01/2013;1. Niño, Niña;11;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/07/2011;2. Adolecente;12;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/02/1986;4. Adultos;38;Colombia;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;29/12/2007;2. Adolecente;16;Venezuela;Soltero
05/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;18/02/1975;4. Adultos;49;Venezuela;Union
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/03/2008;2. Adolecente;16;Colombia;Soltero
05/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;08/10/1980;4. Adultos;43;Venezuela;Union
05/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;15/10/2014;1. Niño, Niña;9;Venezuela;Soltero
05/04/2024;Ibarra - MREMH;Refugiado;Masculino;25/01/1994;3. Jovenes;30;Colombia;Union
05/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;18/10/2001;3. Jovenes;22;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/12/2009;2. Adolecente;14;Venezuela;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/05/1989;4. Adultos;35;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/04/2021;1. Niño, Niña;3;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/01/2016;1. Niño, Niña;8;Colombia;Soltero
05/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/08/1969;4. Adultos;54;Colombia;Soltero
06/04/2024;Azogues - MREMH;Otro de Interes;Masculino;04/11/1986;4. Adultos;37;Venezuela;Soltero
06/04/2024;Azogues - MREMH;Otro de Interes;Masculino;16/03/2008;2. Adolecente;16;Venezuela;Soltero
06/04/2024;Azogues - MREMH;Otro de Interes;Masculino;04/10/1991;4. Adultos;32;Venezuela;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;19/12/1989;4. Adultos;34;Colombia;Union
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;22/11/2011;2. Adolecente;12;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;23/02/2015;1. Niño, Niña;9;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;27/08/1980;4. Adultos;43;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Masculino;15/09/1980;4. Adultos;43;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;13/05/2008;2. Adolecente;16;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;09/11/2018;1. Niño, Niña;5;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Masculino;15/08/1988;4. Adultos;35;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Masculino;24/04/2008;2. Adolecente;16;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Masculino;16/03/1999;3. Jovenes;25;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;19/05/1998;3. Jovenes;26;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Masculino;13/12/2017;1. Niño, Niña;6;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;23/12/2019;1. Niño, Niña;4;Colombia;Soltero
07/04/2024;Ibarra - MREMH;Refugiado;Femenino;30/01/2003;3. Jovenes;21;Colombia;Soltero
08/04/2024;Azogues - MREMH;Otro de Interes;Masculino;25/05/2001;3. Jovenes;23;Venezuela;Soltero
08/04/2024;Tulcan - MREMH;No de Interes;Femenino;29/05/1990;4. Adultos;34;Colombia;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/02/1969;4. Adultos;55;Colombia;Soltero
08/04/2024;Tulcan - MREMH;No de Interes;Masculino;04/09/2022;1. Niño, Niña;1;Colombia;Soltero
08/04/2024;Tulcan - MREMH;No de Interes;Masculino;04/09/2022;1. Niño, Niña;1;Colombia;Soltero
08/04/2024;Azogues - MREMH;Otro de Interes;Masculino;15/07/2001;3. Jovenes;22;Venezuela;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;27/07/2005;3. Jovenes;18;Venezuela;Soltero
08/04/2024;Azogues - MREMH;Solicitante de Asilo;Masculino;13/12/1984;4. Adultos;39;Cuba;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/07/1999;3. Jovenes;24;Colombia;Soltero
08/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;01/05/1996;3. Jovenes;28;Venezuela;Soltero
08/04/2024;Azogues - MREMH;Solicitante de Asilo;Femenino;17/12/2015;1. Niño, Niña;8;Venezuela;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/09/1998;3. Jovenes;25;Colombia;Soltero
08/04/2024;Tulcan - MREMH;Refugiado;Masculino;15/02/1987;4. Adultos;37;Colombia;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/10/1993;3. Jovenes;30;Venezuela;Soltero
08/04/2024;Tulcan - MREMH;Refugiado;Femenino;01/10/1995;3. Jovenes;28;Colombia;Soltero
08/04/2024;Tulcan - MREMH;Refugiado;Femenino;25/09/2012;1. Niño, Niña;11;Colombia;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/12/1994;3. Jovenes;29;Venezuela;Soltero
08/04/2024;Tulcan - MREMH;Refugiado;Masculino;14/01/2014;1. Niño, Niña;10;Colombia;Soltero
08/04/2024;Tulcan - MREMH;Refugiado;Masculino;08/04/2015;1. Niño, Niña;9;Colombia;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/06/1995;3. Jovenes;29;Venezuela;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/06/1994;3. Jovenes;30;Venezuela;Union
08/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;05/05/2006;3. Jovenes;18;Venezuela;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/11/2015;1. Niño, Niña;8;Venezuela;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/12/1991;4. Adultos;32;Colombia;Union
08/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;24/03/2022;1. Niño, Niña;2;Colombia;Soltero
08/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/01/1981;4. Adultos;43;Venezuela;Union
08/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/12/2007;2. Adolecente;16;Colombia;Soltero
